school,course_id,keyword
california_state_university_long_beach,california_state_university_long_beach__78,Engineering Management
california_state_university_long_beach,california_state_university_long_beach__79,ESG
california_state_university_long_beach,california_state_university_long_beach__80,Automation
california_state_university_long_beach,california_state_university_long_beach__81,Control Systems
california_state_university_long_beach,california_state_university_long_beach__82,Heat Transfer
california_state_university_long_beach,california_state_university_long_beach__82,ANSYS
california_state_university_long_beach,california_state_university_long_beach__83,Control Systems
california_state_university_long_beach,california_state_university_long_beach__84,Chemical Engineering
california_state_university_long_beach,california_state_university_long_beach__84,Heat Transfer
california_state_university_long_beach,california_state_university_long_beach__85,Chemical Engineering
california_state_university_long_beach,california_state_university_long_beach__86,Chemical Engineering
california_state_university_long_beach,california_state_university_long_beach__86,Combustion
california_state_university_long_beach,california_state_university_long_beach__87,Chemical Engineering
california_state_university_long_beach,california_state_university_long_beach__87,Heat Transfer
california_state_university_long_beach,california_state_university_long_beach__88,Explosion
california_state_university_long_beach,california_state_university_long_beach__88,Combustion
california_state_university_long_beach,california_state_university_long_beach__88,Flammability
california_state_university_long_beach,california_state_university_long_beach__89,Heat Transfer
california_state_university_long_beach,california_state_university_long_beach__90,Chemical Engineering
california_state_university_long_beach,california_state_university_long_beach__91,Chemical Engineering
california_state_university_long_beach,california_state_university_long_beach__92,Chemical Engineering
california_state_university_long_beach,california_state_university_long_beach__92,Systems Engineering
california_state_university_long_beach,california_state_university_long_beach__93,Chemical Engineering
california_state_university_long_beach,california_state_university_long_beach__93,Project Management
california_state_university_long_beach,california_state_university_long_beach__93,Control Systems
california_state_university_long_beach,california_state_university_long_beach__94,Chemical Engineering
california_state_university_long_beach,california_state_university_long_beach__95,Chemical Engineering
california_state_university_long_beach,california_state_university_long_beach__95,Engineering Management
california_state_university_long_beach,california_state_university_long_beach__96,Resource Management
california_state_university_long_beach,california_state_university_long_beach__97,Heat Transfer
california_state_university_long_beach,california_state_university_long_beach__97,Systems Engineering
california_state_university_long_beach,california_state_university_long_beach__98,Control Systems
california_state_university_long_beach,california_state_university_long_beach__99,Control Systems
california_state_university_long_beach,california_state_university_long_beach__100,Gas Turbine
california_state_university_long_beach,california_state_university_long_beach__101,Heat Transfer
california_state_university_long_beach,california_state_university_long_beach__102,Systems Engineering
california_state_university_long_beach,california_state_university_long_beach__103,Control Systems
california_state_university_long_beach,california_state_university_long_beach__104,Heat Transfer
california_state_university_long_beach,california_state_university_long_beach__104,Combustion
california_state_university_long_beach,california_state_university_long_beach__105,Gas Turbine
california_state_university_long_beach,california_state_university_long_beach__106,Heat Transfer
california_state_university_long_beach,california_state_university_long_beach__107,Heat Transfer
california_state_university_long_beach,california_state_university_long_beach__108,Welding
california_state_university_long_beach,california_state_university_long_beach__109,Resource Management
california_state_university_long_beach,california_state_university_long_beach__110,Resource Management
california_state_university_long_beach,california_state_university_long_beach__111,Resource Management
california_state_university_long_beach,california_state_university_long_beach__112,Resource Management
california_state_university_long_beach,california_state_university_long_beach__113,Quality Assurance
california_state_university_long_beach,california_state_university_long_beach__113,Resource Management
california_state_university_long_beach,california_state_university_long_beach__114,Sustainability
california_state_university_long_beach,california_state_university_long_beach__115,Quality Assurance
california_state_university_long_beach,california_state_university_long_beach__116,Sustainability
california_state_university_long_beach,california_state_university_long_beach__117,Sustainability
california_state_university_long_beach,california_state_university_long_beach__118,Sustainability
california_state_university_long_beach,california_state_university_long_beach__119,Engineering Management
california_state_university_long_beach,california_state_university_long_beach__120,Project Management
california_state_university_long_beach,california_state_university_long_beach__121,Risk Assessment
california_state_university_long_beach,california_state_university_long_beach__122,Project Management
california_state_university_long_beach,california_state_university_long_beach__123,Risk Assessment
california_state_university_long_beach,california_state_university_long_beach__124,Risk Assessment
california_state_university_long_beach,california_state_university_long_beach__125,Engineering Management
california_state_university_long_beach,california_state_university_long_beach__126,Resource Management
california_state_university_long_beach,california_state_university_long_beach__127,Resource Management
california_state_university_long_beach,california_state_university_long_beach__128,Resource Management
california_state_university_long_beach,california_state_university_long_beach__129,Resource Management
california_state_university_long_beach,california_state_university_long_beach__130,Resource Management
california_state_university_long_beach,california_state_university_long_beach__131,Project Management
california_state_university_long_beach,california_state_university_long_beach__132,Renewable Energy
california_state_university_long_beach,california_state_university_long_beach__132,Energy Demand
california_state_university_long_beach,california_state_university_long_beach__133,Sustainability
california_state_university_long_beach,california_state_university_long_beach__134,Control Systems
california_state_university_long_beach,california_state_university_long_beach__135,Water Quality
california_state_university_long_beach,california_state_university_long_beach__136,Geographic Information Systems
california_state_university_long_beach,california_state_university_long_beach__137,Geographic Information Systems
california_state_university_long_beach,california_state_university_long_beach__138,Geographic Information Systems
california_state_university_long_beach,california_state_university_long_beach__139,Water Quality
california_state_university_long_beach,california_state_university_long_beach__140,Geographic Information Systems
california_state_university_long_beach,california_state_university_long_beach__141,Geographic Information Systems
california_state_university_long_beach,california_state_university_long_beach__142,Sustainability
california_state_university_long_beach,california_state_university_long_beach__143,Resource Management
california_state_university_long_beach,california_state_university_long_beach__144,Water Quality
california_state_university_long_beach,california_state_university_long_beach__145,Greenhouse Gas Emissions
california_state_university_long_beach,california_state_university_long_beach__145,Sustainability
california_state_university_long_beach,california_state_university_long_beach__146,Water Quality
california_state_university_long_beach,california_state_university_long_beach__147,Environmental Regulation
california_state_university_long_beach,california_state_university_long_beach__147,Renewable Energy
california_state_university_long_beach,california_state_university_long_beach__147,Sustainability
california_state_university_long_beach,california_state_university_long_beach__148,Resource Management
california_state_university_long_beach,california_state_university_long_beach__149,Technical Drawing
california_state_university_long_beach,california_state_university_long_beach__150,Technical Drawing
california_state_university_long_beach,california_state_university_long_beach__151,Sustainability
california_state_university_long_beach,california_state_university_long_beach__152,Sustainability
california_state_university_long_beach,california_state_university_long_beach__153,Sustainability
california_state_university_long_beach,california_state_university_long_beach__154,Sustainability
california_state_university_long_beach,california_state_university_long_beach__155,Sustainability
california_state_university_long_beach,california_state_university_long_beach__156,Sustainability
california_state_university_long_beach,california_state_university_long_beach__157,Sustainability
california_state_university_long_beach,california_state_university_long_beach__158,Sustainability
california_state_university_long_beach,california_state_university_long_beach__159,Sustainability
california_state_university_long_beach,california_state_university_long_beach__160,Geographic Information Systems
california_state_university_long_beach,california_state_university_long_beach__161,Control Systems
california_state_university_long_beach,california_state_university_long_beach__162,Automation
california_state_university_long_beach,california_state_university_long_beach__163,Process Control
california_state_university_long_beach,california_state_university_long_beach__164,Sustainability
california_state_university_long_beach,california_state_university_long_beach__165,Renewable Energy
california_state_university_long_beach,california_state_university_long_beach__165,Power Generation
california_state_university_long_beach,california_state_university_long_beach__166,Renewable Energy
california_state_university_long_beach,california_state_university_long_beach__167,Hazard Identification
california_state_university_long_beach,california_state_university_long_beach__168,Control Systems
california_state_university_long_beach,california_state_university_long_beach__169,Control Systems
california_state_university_long_beach,california_state_university_long_beach__170,Renewable Energy
california_state_university_long_beach,california_state_university_long_beach__170,Power Generation
california_state_university_long_beach,california_state_university_long_beach__171,Automation
california_state_university_long_beach,california_state_university_long_beach__172,Systems Engineering
california_state_university_long_beach,california_state_university_long_beach__173,Project Management
california_state_university_long_beach,california_state_university_long_beach__174,Project Management
california_state_university_long_beach,california_state_university_long_beach__175,Control Systems
california_state_university_long_beach,california_state_university_long_beach__176,Control Systems
california_state_university_long_beach,california_state_university_long_beach__177,Control Systems
california_state_university_long_beach,california_state_university_long_beach__178,Electrochemical
california_state_university_long_beach,california_state_university_long_beach__179,Power Generation
california_state_university_long_beach,california_state_university_long_beach__180,Control Systems
california_state_university_long_beach,california_state_university_long_beach__181,Control Systems
california_state_university_long_beach,california_state_university_long_beach__182,Control Systems
california_state_university_long_beach,california_state_university_long_beach__183,Power Transformer
california_state_university_long_beach,california_state_university_long_beach__184,Power Transformer
california_state_university_long_beach,california_state_university_long_beach__185,Materials Science
california_state_university_long_beach,california_state_university_long_beach__186,Project Management
california_state_university_long_beach,california_state_university_long_beach__187,Sustainability
california_state_university_long_beach,california_state_university_long_beach__188,Resource Management
california_state_university_long_beach,california_state_university_long_beach__189,Project Management
california_state_university_long_beach,california_state_university_long_beach__190,Energy Demand
